order_id,user_id,session_id,order_value_rs,order_date,campaign_id
1170,1235,7358-36,4234,2023-10-18 06:19:02,1
1171,9693,2921-16,3803,2023-05-07 10:25:22,15
1172,3046,8498-17,3376,2023-04-30 14:37:45,5
1173,2784,3157-20,924,2023-09-22 21:41:05,18
1174,6106,2625-47,1032,2023-08-22 07:48:12,20
1175,4463,3177-12,3496,2023-07-08 17:48:43,15
1176,9421,2192-4,1299,2023-05-27 21:49:12,11
1177,3959,5876-33,801,2023-10-05 14:31:17,9
1178,8050,3455-15,1299,2023-12-13 16:33:18,5
1179,4364,1260-24,2740,2023-04-28 14:43:13,9
1180,7740,1035-4,3013,2023-01-31 15:48:27,5
1181,2262,7470-11,811,2023-09-27 17:37:50,5
1182,4161,8586-18,4321,2023-07-20 19:04:17,6
1183,2023,7412-15,3642,2023-09-18 19:08:47,3
1184,1039,8010-17,2727,2023-01-09 05:02:51,15
1185,8123,9265-32,984,2023-11-28 08:59:29,2
1186,3238,6910-4,4039,2023-07-12 03:54:16,13
1187,8731,8030-43,2431,2023-07-30 21:46:43,11
1188,8975,8824-6,4607,2023-08-31 06:51:54,4
1189,4461,714-31,4664,2023-09-12 02:19:57,11
1190,2923,8657-10,1925,2023-03-13 06:34:37,10
1191,5131,1149-35,2259,2023-11-25 18:22:53,2
1192,1962,8237-41,4002,2023-11-10 14:38:41,15
1193,944,6143-37,4739,2023-09-08 18:12:40,6
1194,8467,8480-31,4267,2023-06-20 19:18:20,3
1195,2675,1910-20,2272,2023-03-06 07:15:46,10
1196,1355,478-10,3739,2023-07-15 13:19:02,4
1197,9042,5453-9,598,2023-08-01 00:44:13,2
1198,9289,7989-38,4543,2023-12-20 21:56:39,4
1199,1935,3312-40,1560,2023-07-15 13:12:11,14
1200,2950,8993-15,1418,2023-07-10 09:11:25,1
1201,9533,915-33,726,2023-08-06 00:00:37,2
1202,1579,766-43,4843,2023-10-27 00:47:38,6
1203,2067,1996-41,4172,2023-05-30 01:19:12,7
1204,1467,4174-49,3798,2023-07-04 16:33:32,17
1205,6591,4089-20,4907,2023-10-12 21:04:01,1
1206,9513,3826-34,548,2023-06-21 20:15:54,9
1207,7523,1441-15,4261,2023-04-03 23:10:24,16
1208,69,1927-41,4961,2023-06-28 06:16:15,20
1209,5628,8191-36,1507,2023-02-11 10:12:13,10
1210,6458,5736-3,2497,2023-02-08 00:59:15,20
1211,4650,3462-45,1261,2023-02-03 02:17:50,8
1212,236,3469-20,794,2023-03-06 16:15:51,4
1213,774,6637-24,3636,2023-09-04 18:36:30,18
1214,2768,5031-8,3886,2023-02-03 04:07:47,14
1215,1193,4257-40,4124,2023-11-16 20:05:53,11
1216,6694,7827-10,2533,2023-12-07 03:50:29,8
1217,2349,1230-31,473,2023-10-09 23:34:41,17
1218,7082,4696-28,2911,2023-01-08 05:10:52,10
1219,8707,5295-39,778,2023-09-13 05:18:42,11
1220,6929,474-10,3750,2023-07-15 01:04:43,16
1221,9617,3797-42,2796,2023-11-14 21:12:18,20
1222,4114,8858-34,3966,2023-08-30 03:12:04,17
1223,3865,488-1,727,2023-04-30 15:28:34,12
1224,872,4374-47,933,2023-05-03 02:44:50,3
1225,7323,6240-27,2173,2023-08-23 08:10:05,5
1226,2877,9638-34,3496,2023-01-08 07:07:22,6
1227,7929,123-25,2942,2023-12-21 00:56:11,9
1228,6053,2502-3,1057,2023-06-30 15:08:21,7
1229,214,8332-13,4347,2023-08-19 14:38:19,13
1230,6652,9633-8,877,2023-06-29 15:33:46,13
1231,7037,9442-5,1601,2023-03-27 11:30:27,8
1232,9675,6359-32,4005,2023-06-20 12:02:06,3
1233,1657,3181-29,2122,2023-08-19 03:47:27,8
1234,6065,4580-4,3781,2023-02-28 20:51:17,9
1235,6463,7477-38,656,2023-02-13 23:37:52,17
1236,3612,4322-40,3846,2023-07-09 04:08:44,10
1237,1542,3174-30,795,2023-08-30 19:07:04,19
1238,9520,2150-25,3555,2023-07-24 20:23:38,9
1239,8633,6129-14,1549,2023-04-24 14:16:06,16
1240,191,9050-45,529,2023-08-25 19:53:21,9
1241,954,4246-49,412,2023-01-25 08:36:01,11
1242,7551,8227-10,3381,2023-10-04 11:55:54,20
1243,1523,4041-8,3440,2023-05-07 07:12:26,5
1244,7215,1748-3,3425,2023-10-22 21:42:54,15
1245,7720,4711-35,4936,2023-10-10 21:58:39,1
1246,183,6082-37,346,2023-09-01 02:32:21,7
1247,5718,6172-48,2334,2023-07-26 15:18:57,18
1248,6547,6804-21,4119,2023-04-09 10:11:23,8
1249,7735,4132-42,3676,2023-01-24 10:35:20,13
1250,3124,9160-12,1301,2023-11-27 14:09:40,20
1251,2624,9134-42,490,2023-09-10 18:08:09,18
1252,8212,2159-42,4384,2023-01-29 15:30:42,14
1253,6421,1130-33,3808,2023-02-17 00:34:03,19
1254,301,3789-35,2961,2023-05-05 17:36:59,9
1255,504,8077-4,386,2023-07-10 21:04:55,4
1256,8059,5896-5,690,2023-03-18 09:54:54,8
1257,2424,9133-17,3945,2023-02-15 17:45:48,13
1258,5344,8545-44,4374,2023-01-23 11:12:19,12
1259,5104,6054-7,929,2023-07-01 18:04:25,5
1260,6316,6645-20,1375,2023-08-18 08:15:41,19
1261,2035,1184-2,804,2023-03-28 11:49:52,7
1262,7405,4055-23,1389,2023-03-07 11:14:42,6
1263,836,7022-34,2311,2023-08-12 10:31:25,6
1264,2979,3247-28,2965,2023-09-26 12:19:19,14
1265,96,6255-2,3016,2023-09-30 05:44:58,1
1266,7020,2319-5,4811,2023-03-24 12:12:13,1
1267,1687,2764-27,2868,2023-01-19 02:18:47,1
1268,8518,2952-18,4337,2023-01-05 21:34:25,12
1269,6671,9365-17,4312,2023-07-26 02:18:59,12
1270,4394,1170-3,1462,2023-01-17 13:44:41,3
1271,1885,9817-22,3984,2023-05-26 15:55:10,9
1272,3879,885-13,879,2023-07-06 23:14:13,11
1273,4855,8186-21,3173,2023-04-03 07:43:13,5
1274,4202,3044-47,3769,2023-03-09 16:34:53,20
1275,4137,6938-48,3720,2023-07-14 00:18:17,15
1276,4339,6511-5,3771,2023-10-13 06:13:46,11
1277,7708,1574-20,2684,2023-05-16 18:27:54,17
1278,6622,1593-22,2952,2023-12-26 10:31:17,4
1279,4604,2951-10,4638,2023-06-20 14:33:43,7
1280,6167,1215-4,2208,2023-07-06 03:51:14,17
1281,844,2489-12,4118,2023-11-20 18:38:49,3
1282,3111,7117-41,2074,2023-03-16 11:09:59,10
1283,3744,5460-10,598,2023-08-07 15:04:13,13
1284,3852,8346-33,3766,2023-08-01 13:18:02,2
1285,1027,56-7,517,2023-08-05 14:30:44,14
1286,9586,9273-29,2019,2023-07-07 10:35:25,7
1287,612,1807-48,2405,2023-12-27 12:30:00,10
1288,1871,6367-8,3619,2023-03-14 04:26:59,20
1289,5006,6246-27,1942,2023-11-25 02:31:50,4
1290,5928,7308-46,4458,2023-07-05 13:06:09,19
1291,2301,722-48,2151,2023-06-04 18:15:26,9
1292,8184,398-18,3571,2023-09-01 00:52:40,2
1293,5750,3893-17,3287,2023-08-15 22:40:58,11
1294,1230,2273-33,4415,2023-07-30 17:21:04,11
1295,5571,7680-47,3918,2023-09-21 15:41:49,14
1296,5855,4537-38,1548,2023-01-15 04:39:52,6
1297,1565,1894-16,1783,2023-08-08 00:54:55,12
1298,1161,2829-6,4121,2023-03-25 03:29:30,1
1299,8069,6988-44,550,2023-10-12 02:05:52,3
1300,7979,6884-21,2911,2023-05-14 00:25:18,16
1301,1471,9481-10,4575,2023-10-25 15:33:41,5
1302,684,9284-8,4927,2023-09-13 18:47:33,11
1303,5133,5747-45,1942,2023-01-13 19:35:29,15
1304,1185,2932-28,2493,2023-03-09 07:52:08,18
1305,6109,5954-7,1326,2023-08-13 13:02:07,14
1306,999,6970-5,1246,2023-03-04 04:21:02,7
1307,748,948-6,2730,2023-01-24 23:15:29,7
1308,5450,348-21,2415,2023-11-14 20:00:03,2
1309,8513,7763-10,856,2023-03-27 14:54:26,9
1310,902,1866-30,3304,2023-03-05 00:43:44,10
1311,3283,8601-23,4709,2023-05-22 16:11:29,17
1312,4069,5224-8,4309,2023-11-26 04:40:26,15
1313,2440,2816-40,4846,2023-01-03 21:56:23,5
1314,7620,7524-18,4623,2023-07-10 09:51:48,3
1315,1104,8542-24,2746,2023-02-05 00:06:34,3
1316,823,7646-12,4488,2023-05-26 07:58:22,9
1317,9334,3502-20,2551,2023-01-10 09:48:42,4
1318,6937,7956-39,4903,2023-06-04 03:53:20,5
1319,4278,6875-15,3704,2023-07-27 23:55:45,5
1320,4931,5900-16,4050,2023-07-23 14:25:22,16
1321,2620,1172-29,1565,2023-10-05 11:54:16,11
1322,5176,228-46,4827,2023-11-20 07:01:29,1
1323,1372,6654-19,4767,2023-01-27 16:38:24,8
1324,3952,6247-36,4933,2023-05-06 14:54:28,6
1325,3502,8420-41,969,2023-04-28 03:49:58,8
1326,2623,9707-48,1762,2023-06-30 07:00:51,8
1327,4721,9999-31,4156,2023-04-08 10:01:38,7
1328,9850,8361-46,4449,2023-01-10 13:38:34,9
1329,787,1383-28,2499,2023-04-19 10:43:13,3
1330,2819,4168-3,4540,2023-12-02 09:54:13,12
1331,3838,3535-10,1261,2023-07-01 21:01:25,11
1332,4897,1248-5,3827,2023-10-29 07:19:51,15
1333,6247,7371-25,2435,2023-09-07 16:06:21,11
1334,5611,7339-23,4970,2023-03-28 08:14:08,16
1335,6081,7297-24,3938,2023-07-26 15:31:18,7
1336,3490,7445-25,605,2023-11-07 20:32:01,10
1337,3003,6617-11,482,2023-06-09 23:14:30,7
1338,9466,9617-14,2791,2023-12-09 21:54:36,8
1339,1462,3188-40,4235,2023-01-17 00:36:49,6
1340,578,4352-49,3251,2023-11-16 05:59:16,14
1341,3956,9703-18,3059,2023-06-06 11:44:58,17
1342,5425,2462-37,3865,2023-03-17 20:34:15,2
1343,7866,4729-35,854,2023-06-01 09:19:39,1
1344,2569,1843-4,4723,2023-12-25 00:26:32,19
1345,5210,6167-27,3016,2023-10-12 16:04:51,15
1346,9639,5483-16,1268,2023-01-24 23:14:04,10
1347,1076,5105-25,2153,2023-04-25 18:17:15,17
1348,7818,5734-33,2540,2023-04-10 03:06:45,8
1349,9029,6865-29,3476,2023-01-28 08:18:21,11
1350,2491,3713-18,3154,2023-10-18 11:13:04,2
1351,7323,6639-18,2765,2023-04-26 00:28:30,10
1352,3927,7978-2,4632,2023-04-05 00:26:05,16
1353,2707,2058-38,3733,2023-05-20 17:36:27,3
1354,2649,9677-27,4389,2023-03-04 17:33:23,7
1355,405,9778-24,1252,2023-07-26 21:02:56,17
1356,7964,7597-43,633,2023-02-05 14:33:31,11
1357,9663,7117-33,2947,2023-03-22 07:03:43,4
1358,4653,4880-20,3449,2023-11-29 09:04:42,6
1359,127,3512-39,691,2023-05-19 10:02:06,19
1360,6200,991-27,4947,2023-08-04 16:46:52,6
1361,2609,6328-24,557,2023-05-24 12:04:50,11
1362,2052,4867-31,3075,2023-10-23 02:10:38,7
1363,9383,468-14,830,2023-05-29 19:37:58,18
1364,4031,176-25,3556,2023-08-13 20:41:49,2
1365,5109,11-7,3090,2023-06-01 01:07:30,5
1366,4621,2973-49,4052,2023-12-30 03:40:47,18
1367,7746,1114-39,1901,2023-04-06 09:48:30,16
1368,304,8339-16,397,2023-04-17 08:28:14,13
1369,7086,4408-2,1404,2023-07-10 06:05:14,11
1370,9291,263-13,3043,2023-02-08 00:58:18,17
1371,5958,6219-2,4709,2023-06-26 23:44:32,2
1372,1232,7777-19,1633,2023-07-07 19:39:55,9
1373,6901,8863-49,2203,2023-11-16 13:02:21,5
1374,9720,2829-19,3520,2023-02-03 03:35:14,8
1375,1721,7773-23,525,2023-04-22 00:04:10,19
1376,7033,1744-39,760,2023-09-26 15:33:36,7
1377,8492,315-48,955,2023-03-18 18:06:15,5
1378,8651,5187-9,4662,2023-08-03 22:05:39,4
1379,2810,6141-1,4796,2023-03-07 00:36:56,9
1380,694,685-7,354,2023-03-19 02:38:22,6
1381,7560,1404-6,4392,2023-05-29 02:32:58,5
1382,5527,4179-1,3740,2023-04-01 14:53:39,10
1383,4054,9250-45,1509,2023-01-31 20:07:03,15
1384,286,9300-13,4570,2023-01-25 23:26:10,18
1385,9093,9117-41,3509,2023-05-20 17:41:30,5
1386,8386,8128-3,492,2023-07-06 13:46:43,19
1387,9160,8776-24,2957,2023-03-30 01:57:13,15
1388,1960,5009-32,3348,2023-05-03 02:20:32,9
1389,4438,7062-9,1199,2023-03-19 00:30:22,10
1390,1655,9262-13,2548,2023-11-21 00:51:57,18
1391,2013,6880-17,3681,2023-05-13 19:19:13,4
1392,4368,4357-8,2812,2023-10-18 19:54:47,14
1393,4434,3495-33,1305,2023-04-06 04:25:44,1
1394,32,3999-12,2415,2023-08-02 07:54:13,13
1395,283,8749-23,3716,2023-10-22 03:25:15,3
1396,9997,5138-2,2630,2023-01-15 05:13:11,3
1397,2080,177-10,1561,2023-09-18 16:28:33,13
1398,9143,725-17,746,2023-02-13 00:48:18,12
1399,1869,2716-32,2707,2023-06-30 13:41:33,9
1400,2223,8687-2,3510,2023-03-28 16:08:34,11
1401,5360,4680-47,3152,2023-09-10 10:08:47,9
1402,7726,856-28,1999,2023-04-01 02:13:47,13
1403,1844,7488-18,3804,2023-04-20 11:06:29,7
1404,9746,9268-42,4793,2023-11-14 13:47:55,4
1405,5034,3776-39,3448,2023-11-24 17:28:11,17
1406,8374,8344-38,4972,2023-10-17 19:39:16,14
1407,6157,8360-7,3778,2023-07-27 18:13:45,4
1408,6208,7519-13,3573,2023-05-16 00:15:53,19
1409,5548,5928-4,2974,2023-11-12 18:14:08,10
1410,5457,9815-34,3282,2023-04-13 01:04:24,1
1411,5475,5411-21,3659,2023-07-21 05:51:16,7
1412,8590,6860-43,656,2023-04-23 10:37:37,19
1413,5617,7820-4,2976,2023-11-17 07:06:40,14
1414,7403,360-29,3017,2023-07-07 18:26:05,4
1415,2071,9257-44,879,2023-04-26 19:20:02,10
1416,9170,6451-12,4595,2023-04-22 12:18:55,13
1417,2956,6891-19,4578,2023-04-24 20:22:00,12
1418,2939,2822-38,1673,2023-02-20 13:28:38,20
1419,8309,5968-30,2082,2023-04-26 07:50:01,2
1420,5673,7164-38,4459,2023-12-25 17:20:20,20
1421,7638,3095-7,786,2023-05-10 19:34:57,18
1422,1871,6100-25,492,2023-05-30 04:46:30,2
1423,6114,2862-11,1269,2023-12-28 03:47:39,19
1424,1645,4379-38,2018,2023-05-17 04:09:56,18
1425,4051,7797-7,2702,2023-10-22 18:39:48,2
1426,2483,3660-21,2829,2023-07-29 08:29:05,15
1427,4828,4975-32,3796,2023-03-08 15:30:18,10
1428,6369,7306-24,733,2023-04-24 18:32:22,4
1429,2371,8314-42,3417,2023-09-01 05:41:52,17
1430,1508,1640-47,3600,2023-01-19 09:04:00,14
1431,9428,5048-33,1576,2023-03-31 12:18:41,17
1432,884,6013-18,2821,2023-07-04 16:32:06,3
1433,9619,854-37,1954,2023-04-27 18:08:56,2
1434,3791,4206-23,569,2023-01-20 07:58:10,7
1435,8981,76-24,4986,2023-03-26 09:35:49,12
1436,2017,1470-47,2686,2023-02-07 06:18:14,1
1437,8016,7481-6,1939,2023-08-25 19:36:14,8
1438,8212,9059-24,782,2023-12-11 03:47:51,4
1439,1892,1165-19,907,2023-08-24 01:38:21,13
1440,249,5194-9,2239,2023-08-09 02:38:24,13
1441,6627,2091-45,852,2023-10-12 02:20:13,2
1442,5248,3714-23,3821,2023-03-09 08:26:16,1
1443,9973,2071-43,2815,2023-02-23 07:29:51,1
1444,4538,9581-35,409,2023-08-18 20:00:01,5
1445,3046,6355-30,2123,2023-08-16 23:44:13,14
1446,1906,7677-26,4289,2023-03-17 15:43:51,5
1447,1034,6491-24,4292,2023-07-27 17:10:48,18
1448,491,6441-35,405,2023-03-06 05:12:47,6
1449,1255,3294-30,1182,2023-10-21 15:22:06,2
1450,398,1942-3,3196,2023-12-01 21:15:52,11
1451,3215,497-24,4956,2023-10-08 20:56:57,9
1452,2405,2169-35,1006,2023-01-14 14:11:58,14
1453,3643,9324-7,2234,2023-12-04 08:03:03,3
1454,633,8299-35,2317,2023-04-25 05:38:24,20
1455,146,6573-16,4245,2023-03-09 09:48:16,5
1456,2316,2182-28,2448,2023-07-29 00:05:28,9
1457,4670,149-22,3822,2023-02-22 04:05:59,17
1458,4985,6510-7,4713,2023-10-29 14:55:15,10
1459,1651,4236-44,4196,2023-04-12 16:55:49,18
1460,7501,8179-23,3361,2023-02-22 15:20:54,12
1461,2492,701-17,3678,2023-12-20 07:23:21,16
1462,7085,54-12,3935,2023-10-13 06:14:25,1
1463,1737,192-23,861,2023-05-22 05:57:01,19
1464,8894,3488-33,3045,2023-10-19 03:11:24,15
1465,4981,4956-16,1687,2023-12-10 16:21:21,9
1466,1172,6743-1,3270,2023-04-05 00:43:50,19
1467,8542,388-9,2491,2023-04-11 14:42:37,9
1468,8936,5624-16,4481,2023-01-01 20:22:16,15
1469,823,4552-43,2961,2023-11-08 17:13:20,11
1470,1482,5360-25,2820,2023-09-06 12:51:05,14
1471,4909,1333-34,3436,2023-10-30 04:58:08,20
1472,4313,3228-1,2038,2023-01-13 07:40:09,5
1473,5169,7257-25,4551,2023-03-03 13:58:25,10
1474,8911,1553-8,1701,2023-02-19 18:56:38,20
1475,1092,2735-48,4657,2023-09-23 19:55:09,10
1476,6441,7218-23,1817,2023-08-28 22:56:34,17
1477,1114,374-8,1019,2023-02-15 06:33:45,8
1478,9116,8503-25,4170,2023-11-04 12:21:23,9
1479,623,1416-28,2368,2023-04-04 04:37:20,3
1480,2277,1582-43,2260,2023-12-13 15:55:20,18
1481,8225,8820-10,1053,2023-01-09 14:58:25,2
1482,5541,6708-10,2254,2023-01-03 02:40:33,14
1483,7341,8087-11,1900,2023-10-18 19:47:39,13
1484,6803,2127-11,1374,2023-02-08 22:17:23,9
1485,2203,3114-18,1584,2023-10-03 19:13:35,4
1486,9794,4343-43,1715,2023-02-16 22:51:37,20
1487,2539,6602-29,4295,2023-12-03 08:38:00,1
1488,784,5599-10,4786,2023-04-11 04:16:34,4
1489,3465,2889-7,4278,2023-12-10 23:01:15,13
1490,6351,7372-36,3964,2023-12-11 20:17:09,15
1491,4485,3181-1,4996,2023-05-13 02:34:44,15
1492,5699,6304-18,2991,2023-07-11 17:16:03,16
1493,3546,8682-7,644,2023-06-25 16:38:56,5
1494,1262,2398-3,849,2023-05-11 11:29:45,6
1495,5572,422-26,2459,2023-03-26 14:46:46,8
1496,4606,824-40,4632,2023-11-28 09:43:15,18
1497,1894,935-6,3272,2023-09-05 07:47:11,6
1498,8391,3006-43,4472,2023-12-14 07:24:36,3
1499,3337,4129-27,760,2023-07-16 16:47:26,16
1500,3030,5213-29,3980,2023-08-10 18:48:25,14
1501,1272,4261-49,3983,2023-10-13 23:17:22,12
1502,76,7215-47,1722,2023-01-11 08:06:26,10
1503,5922,3785-17,1791,2023-11-10 15:02:43,10
1504,2500,9938-19,939,2023-07-21 09:03:42,16
1505,4729,2679-2,1172,2023-05-25 12:35:05,3
1506,7355,2614-34,1307,2023-12-04 09:01:42,13
1507,1427,4905-3,3377,2023-03-27 08:21:32,20
1508,8474,6192-22,2658,2023-02-27 16:03:19,1
1509,7420,3436-44,3304,2023-10-25 14:55:47,12
1510,5528,87-46,2771,2023-04-28 01:51:08,16
1511,2893,907-2,4785,2023-05-04 10:46:06,19
1512,5823,6487-41,3395,2023-06-22 01:33:28,11
1513,5920,7158-10,3917,2023-01-28 13:47:10,13
1514,1728,1849-11,508,2023-10-16 14:05:27,4
1515,6038,4111-28,3097,2023-02-16 05:19:35,3
1516,1937,676-9,2167,2023-02-19 21:24:06,16
1517,6797,9017-48,2981,2023-10-17 22:50:27,8
1518,5869,1056-18,3114,2023-10-24 00:43:35,9
1519,3669,315-4,2566,2023-10-06 04:41:49,9
1520,228,5850-17,1295,2023-02-10 14:30:21,16
1521,1901,4393-37,1304,2023-12-06 21:09:54,5
1522,4568,3578-45,4584,2023-01-17 21:38:51,9
1523,4235,1717-23,1968,2023-03-13 08:34:32,2
1524,987,4629-38,3323,2023-08-22 09:01:51,20
1525,7625,5536-45,1643,2023-08-13 01:49:41,10
1526,8497,4746-15,473,2023-06-11 12:34:54,14
1527,3055,2052-2,4099,2023-07-05 06:46:55,10
1528,190,452-49,2787,2023-12-29 04:27:52,18
1529,6915,6002-1,1255,2023-03-17 17:35:22,17
1530,9227,6880-46,4534,2023-02-25 10:46:51,4
1531,8166,2737-37,4677,2023-01-03 01:15:40,11
1532,3516,5455-8,1218,2023-02-27 06:21:02,16
1533,323,983-40,2875,2023-10-18 17:46:41,4
1534,9079,584-13,2417,2023-12-17 16:55:52,20
1535,7226,74-23,4349,2023-05-31 16:58:48,16
1536,8411,1571-22,3487,2023-07-29 17:02:41,16
1537,1965,3862-2,2077,2023-08-06 03:12:12,4
1538,7994,6078-19,4578,2023-04-06 09:24:49,13
1539,1889,8855-48,3610,2023-08-08 15:12:31,5
1540,6412,5202-35,4417,2023-11-03 02:18:45,13
1541,7492,9788-14,1943,2023-01-05 20:27:20,14
1542,3323,5021-7,3977,2023-09-07 22:34:20,9
1543,2772,1494-42,1905,2023-04-26 03:19:16,3
1544,3367,4014-46,1523,2023-07-22 02:08:43,2
1545,258,5676-38,2589,2023-07-23 19:57:08,7
1546,7242,634-30,1949,2023-03-29 18:00:23,2
1547,2320,3598-38,2992,2023-10-24 18:07:51,6
1548,1580,1151-36,4635,2023-06-04 09:13:20,16
1549,3584,7750-25,3772,2023-04-22 18:39:27,5
1550,7303,2310-12,1817,2023-01-13 15:34:31,10
1551,1966,4348-17,4242,2023-01-02 23:53:18,1
1552,3216,1209-20,4853,2023-05-05 07:17:25,4
1553,831,1630-22,4143,2023-07-17 01:28:02,9
1554,3073,3140-30,818,2023-10-14 02:53:27,16
1555,9461,1628-8,4873,2023-06-15 16:59:20,18
1556,8162,1840-28,3410,2023-06-22 17:15:13,17
1557,3804,36-21,3364,2023-07-07 08:59:48,20
1558,7745,90-23,1902,2023-08-10 02:28:56,20
1559,4390,4903-15,453,2023-04-05 20:54:16,4
1560,2189,4354-34,339,2023-09-15 15:06:34,17
1561,3145,2870-24,3793,2023-09-16 05:54:42,16
1562,9149,8863-1,763,2023-08-06 05:23:22,16
1563,8567,4241-18,304,2023-06-20 12:38:12,15
1564,7024,2711-1,847,2023-11-27 14:32:44,10
1565,9120,1145-41,1930,2023-05-09 11:30:07,19
1566,5013,4913-31,1077,2023-10-22 01:32:41,19
1567,1022,2196-3,2160,2023-12-06 08:31:47,11
1568,6097,2028-34,653,2023-09-22 11:05:24,12
1569,4780,5839-18,2967,2023-11-16 19:47:19,13
1570,2059,1028-39,3944,2023-07-22 15:20:30,3
1571,1705,2000-7,737,2023-12-21 15:28:07,9
1572,9434,1823-38,4523,2023-04-24 04:55:46,7
1573,4624,7870-23,1013,2023-07-13 10:54:37,11
1574,8445,1637-35,1454,2023-06-04 06:18:54,11
1575,4724,862-23,4618,2023-12-25 15:26:25,15
1576,9138,5839-43,3532,2023-06-16 20:12:11,2
1577,6777,4329-47,3257,2023-04-04 06:10:42,20
1578,2617,2976-35,2429,2023-07-05 02:25:19,5
1579,2076,2657-20,4884,2023-04-02 18:56:51,4
1580,4773,384-14,2580,2023-06-05 14:51:09,15
1581,8798,1772-21,1345,2023-05-17 15:07:40,8
1582,1423,6368-4,4485,2023-04-29 21:41:02,15
1583,9924,1761-18,2460,2023-05-02 10:31:57,18
1584,4260,4398-19,4622,2023-12-07 05:42:47,4
1585,1778,6495-6,967,2023-10-10 16:28:49,18
1586,4499,2969-32,3744,2023-03-10 09:13:24,5
1587,8882,6205-14,476,2023-02-19 19:03:51,12
1588,9009,2089-48,762,2023-02-24 07:22:12,8
1589,6024,8010-29,3887,2023-02-26 03:13:27,7
1590,3802,3015-19,1594,2023-06-26 16:08:08,13
1591,6057,4949-26,3185,2023-01-02 21:42:06,17
1592,5252,86-36,4708,2023-03-29 12:41:46,8
1593,565,3335-5,1297,2023-10-02 18:37:58,15
1594,8159,621-40,2290,2023-12-22 02:30:42,2
1595,3038,1837-34,767,2023-09-25 09:42:37,17
1596,7177,5412-24,1227,2023-10-01 17:21:59,15
1597,1852,3597-45,804,2023-05-21 20:31:09,20
1598,5739,5728-30,819,2023-11-26 12:37:58,18
1599,5473,2559-8,757,2023-05-22 21:34:03,17
1600,4237,3501-11,1564,2023-09-10 11:15:53,17
1601,1223,5295-40,4737,2023-04-17 07:25:23,3
1602,215,354-8,2479,2023-07-11 18:49:54,4
1603,9757,4547-43,3721,2023-10-08 07:02:54,12
1604,3980,7046-38,315,2023-08-03 02:20:34,19
1605,3200,1507-36,429,2023-09-15 23:12:59,8
1606,1125,1982-38,3230,2023-04-24 16:49:50,5
1607,7118,3515-11,3890,2023-05-23 11:54:43,12
1608,5811,2189-1,3318,2023-01-17 20:00:54,16
1609,5696,4366-20,2215,2023-12-20 15:13:41,14
1610,6217,8607-40,1065,2023-02-05 09:47:50,16
1611,9846,2266-19,891,2023-05-10 10:21:37,9
1612,6768,4054-45,4765,2023-11-06 20:24:24,16
1613,6015,1406-28,761,2023-05-15 20:45:40,6
1614,9526,4908-43,993,2023-07-02 23:59:17,11
1615,8315,5268-24,915,2023-06-30 19:50:06,6
1616,4585,6251-2,2508,2023-02-14 08:37:44,9
1617,728,7358-15,4781,2023-01-31 12:02:32,16
1618,8022,9921-25,2487,2023-03-29 03:40:37,14
1619,1687,5360-39,4905,2023-07-05 01:39:56,18
1620,9227,8428-46,3216,2023-10-26 15:52:59,12
1621,6781,1630-12,2634,2023-01-15 19:41:39,9
1622,9800,8828-8,2995,2023-12-10 22:00:13,8
1623,5311,5292-37,1198,2023-10-10 08:16:31,5
1624,4010,4141-45,794,2023-10-28 03:13:33,19
1625,889,2958-28,3226,2023-06-13 16:26:34,6
1626,3043,4497-17,2213,2023-05-01 05:34:44,10
1627,4908,1107-2,3469,2023-08-11 15:36:30,9
1628,9700,560-6,1223,2023-11-24 11:13:51,2
1629,9121,6872-29,1389,2023-01-29 15:44:19,6
1630,3292,4304-47,1184,2023-03-08 14:00:42,7
1631,9972,7079-14,672,2023-01-30 04:00:44,11
1632,2219,441-2,4221,2023-09-23 19:51:31,14
1633,9157,9492-42,4798,2023-02-18 05:27:21,1
1634,2265,6124-47,2161,2023-09-21 12:43:05,10
1635,1833,975-7,3982,2023-01-12 23:35:26,9
1636,7339,5050-7,3112,2023-10-27 22:30:23,4
1637,3502,1373-45,3554,2023-09-06 00:52:30,2
1638,1960,7193-2,4408,2023-01-24 04:44:16,9
1639,3598,2775-35,1420,2023-02-14 06:39:57,17
1640,7706,5170-15,4085,2023-08-08 01:49:01,10
1641,4418,6865-44,3048,2023-02-22 09:17:07,3
1642,7387,4324-33,4474,2023-02-01 02:35:18,2
1643,5370,6438-39,2180,2023-06-16 23:03:29,7
1644,6387,251-44,532,2023-03-22 12:07:50,10
1645,6424,8820-15,3800,2023-02-26 07:55:36,6
1646,3389,3089-20,2582,2023-11-29 22:42:41,5
1647,270,8311-30,2571,2023-10-25 20:40:05,5
1648,5815,7226-39,4108,2023-07-09 04:35:11,19
1649,3063,1995-21,4413,2023-12-09 13:23:19,17
1650,3474,6605-2,4609,2023-06-06 12:59:34,9
1651,7429,3753-47,4063,2023-12-06 00:11:32,18
1652,8673,5579-43,1816,2023-08-01 15:56:02,17
1653,594,9473-10,3351,2023-06-04 11:20:00,7
1654,4031,7200-33,616,2023-08-04 18:37:03,4
1655,5252,8409-46,2655,2023-06-12 04:53:29,8
1656,6370,8173-16,3067,2023-06-23 16:17:18,3
1657,8217,3581-44,1655,2023-02-07 18:34:15,3
